country,governorate,locationtypeend,demandtypeone,tacticprimary,violence,combined_sizes
Egypt,Menoufiyya,School,Social,Demonstration / protest,Armed combat,31.0
Egypt,Cairo,Government building,Social,Demonstration / protest,None,5.0
Egypt,Sharqiyya,School,Social,Demonstration / protest,Riot,301.0
Egypt,Beheira,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Minia,Main road,Social,Roadblock or blockade,None,301.0
Egypt,Alexandria,Government building,Labor,Demonstration / protest,None,31.0
Egypt,Alexandria,Government building,Labor,Demonstration / protest,None,31.0
Egypt,Asyut,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Cairo,Mosque,Politics (national),Funeral march,None,301.0
Egypt,Minia,Government building,Labor,Demonstration / protest,None,99.0
Egypt,Cairo,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Cairo,Government building,Human rights / civic freedoms,Demonstration / protest,None,31.0
Egypt,Ismailia,Main road,Social,Roadblock or blockade,None,301.0
Egypt,Cairo,Midan,Social,Demonstration / protest,None,31.0
Egypt,RedSea,Government building,Labor,Roadblock or blockade,None,31.0
Egypt,Giza,Government building,Labor,Demonstration / protest,None,99.0
Egypt,Menoufiyya,Mosque,Politics (national),Funeral march,None,3001.0
Egypt,Ismailia,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Cairo,Government building,Labor,Demonstration / protest,None,99.0
Egypt,Cairo,Government building,Social,Demonstration / protest,Riot,99.0
Egypt,Cairo,Cannot be determined,Politics (national),Demonstration / protest,None,99.0
Egypt,Cairo,Government building,Politics (national),March,Riot,31.0
Egypt,Giza,Police station,Labor,Roadblock or blockade,None,31.0
Egypt,Gharbiyya,Main road,Social,Roadblock or blockade,None,301.0
Egypt,Gharbiyya,Main road,Social,Roadblock or blockade,None,301.0
Egypt,Alexandria,Main road,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Alexandria,Main road,Politics (national),March,Riot,31.0
Egypt,Asyut,Government building,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Cairo,Company offices,Labor,Occupation / sit-in,None,99.0
Egypt,PortSaid,Mosque,Politics (national),Demonstration / protest,None,3001.0
Egypt,Suez,Midan,Politics (national),Human chain,None,99.0
Egypt,Menoufiyya,Mosque,Politics (national),March,None,331.0
Egypt,Gharbiyya,Main road,Security,Roadblock or blockade,None,31.0
Egypt,Cairo,Mosque,Politics (international),Demonstration / protest,Riot,3001.0
Egypt,Cairo,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Cairo,Main road,Politics (national),Mass attack or mob,None,31.0
Egypt,Menoufiyya,Main road,Politics (national),March,None,99.0
Egypt,Alexandria,Government building,Human rights / civic freedoms,Demonstration / protest,None,31.0
Egypt,Cairo,Other,Politics (national),Demonstration / protest,None,31.0
Egypt,Cairo,Government building,Human rights / civic freedoms,Demonstration / protest,None,31.0
Egypt,Cairo,Government building,Labor,March,None,31.0
Egypt,Fayyum,Main road,Politics (national),March,Brawl or gang violence,3001.0
Egypt,Ismailia,Government building,Politics (national),Demonstration / protest,Riot,31.0
Egypt,Cairo,Main road,Labor,Demonstration / protest,None,301.0
Egypt,Damietta,Cannot be determined,Politics (national),Human chain,None,99.0
Egypt,Alexandria,Hospital,Security,Strike,None,99.0
Egypt,Aswan,Government building,Politics (national),Demonstration / protest,None,5.0
Egypt,Qalyubiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Damietta,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Dakhaliyya,Government building,Politics (national),Occupation / sit-in,Riot,31.0
Egypt,Ismailia,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,KafralSheikh,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Luxor,Government building,Politics (national),Demonstration / protest,None,401.0
Egypt,Dakhaliyya,Party building,Politics (national),Mass attack or mob,Riot,5.0
Egypt,Menoufiyya,Government building,Politics (national),Demonstration / protest,None,4901.0
Egypt,Menoufiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,301.0
Egypt,Damietta,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Damietta,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Suez,Main road,Politics (national),March,None,99.0
Egypt,Beheira,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Giza,Hospital,Human rights / civic freedoms,Demonstration / protest,None,301.0
Egypt,Gharbiyya,Other,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Dakhaliyya,Government building,Politics (national),Mass attack or mob,Brawl or gang violence,31.0
Egypt,Dakhaliyya,Government building,Politics (national),Strike,None,5.0
Egypt,Ismailia,Government building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Alexandria,Government building,Labor,Demonstration / protest,None,31.0
Egypt,Qena,Government building,Politics (local),March,None,201.0
Egypt,Cairo,Government building,Social,Demonstration / protest,None,31.0
Egypt,Qalyubiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Gharbiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Gharbiyya,Government building,Politics (national),Demonstration / protest,Brawl or gang violence,99.0
Egypt,Fayyum,Cannot be determined,Politics (national),March,Brawl or gang violence,99.0
Egypt,Fayyum,Cannot be determined,Politics (national),March,Brawl or gang violence,99.0
Egypt,KafralSheikh,Midan,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Giza,Embassy,Politics (national),Demonstration / protest,None,31.0
Egypt,Dakhaliyya,Main road,Human rights / civic freedoms,Demonstration / protest,None,99.0
Egypt,Cairo,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Beheira,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Gharbiyya,Infrastructure,Labor,Roadblock or blockade,None,301.0
Egypt,Ismailia,Hospital,Human rights / civic freedoms,Strike,None,31.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Alexandria,Hospital,Labor,Demonstration / protest,None,31.0
Egypt,Alexandria,Infrastructure,Labor,Demonstration / protest,None,31.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Alexandria,Mosque,Politics (national),March,Riot,601.0
Egypt,Alexandria,Mosque,Politics (national),March,Riot,101.0
Egypt,PortSaid,Mosque,Politics (national),March,None,301.0
Egypt,Suez,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,NewValley,Midan,Politics (national),March,None,661.0
Egypt,KafralSheikh,Mosque,Politics (national),Demonstration / protest,None,2901.0
Egypt,Gharbiyya,Mosque,Politics (national),March,None,301.0
Egypt,Gharbiyya,Main road,Politics (national),March,None,99.0
Egypt,Gharbiyya,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Gharbiyya,Midan,Politics (national),Demonstration / protest,Brawl or gang violence,31.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Cairo,Mosque,Politics (national),Demonstration / protest,None,1999901.0
Egypt,Cairo,Government building,Politics (national),Demonstration / protest,None,3001.0
Egypt,Cairo,Other,Human rights / civic freedoms,Demonstration / protest,None,31.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),March,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Demonstration / protest,None,31.0
Egypt,Dakhaliyya,Mosque,Politics (national),March,None,301.0
Egypt,Cairo,Main road,Politics (national),Human chain,None,99.0
Egypt,Damietta,Cannot be determined,Politics (national),March,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Demonstration / protest,None,31.0
Egypt,KafralSheikh,Mosque,Politics (national),Mass attack or mob,Riot,31.0
Egypt,Ismailia,Government building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Sohag,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Menoufiyya,Main road,Politics (national),March,None,31.0
Egypt,Sohag,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Qalyubiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Qalyubiyya,Government building,Politics (national),Demonstration / protest,None,99.0
Egypt,Minia,Main road,Social,Roadblock or blockade,None,301.0
Egypt,Minia,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Menoufiyya,Cannot be determined,Politics (national),Demonstration / protest,None,31.0
Egypt,Qalyubiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Sohag,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Sohag,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Qalyubiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,Sohag,University,Labor,Demonstration / protest,None,31.0
Egypt,Qalyubiyya,Government building,Labor,Occupation / sit-in,None,31.0
Egypt,Gharbiyya,Main road,Security,Roadblock or blockade,None,31.0
Egypt,Gharbiyya,Midan,Politics (national),March,None,2901.0
Egypt,Minia,Police station,Labor,Demonstration / protest,None,31.0
Egypt,Minia,Police station,Labor,Demonstration / protest,None,31.0
Egypt,Asyut,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Suez,Infrastructure,Labor,Roadblock or blockade,None,99.0
Egypt,Fayyum,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Fayyum,Main road,Labor,Demonstration / protest,None,31.0
Egypt,Qalyubiyya,University,Labor,Demonstration / protest,None,31.0
Egypt,KafralSheikh,Main road,Labor,Roadblock or blockade,None,31.0
Egypt,KafralSheikh,Government building,Social,Demonstration / protest,None,31.0
Egypt,NorthSinai,Main road,Labor,Roadblock or blockade,None,31.0
Egypt,KafralSheikh,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Asyut,Hospital,Labor,Demonstration / protest,None,99.0
Egypt,Alexandria,University,Labor,Strike,None,9.0
Egypt,Cairo,Syndicate/union,Politics (national),Demonstration / protest,Riot,99.0
Egypt,Sohag,Police station,Labor,Strike,None,99.0
Egypt,Menoufiyya,Main road,Social,Roadblock or blockade,None,301.0
Egypt,Ismailia,Infrastructure,Politics (national),Demonstration / protest,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),Demonstration / protest,None,99.0
Egypt,KafralSheikh,Cannot be determined,Politics (national),Demonstration / protest,None,99.0
Egypt,Dakhaliyya,Cannot be determined,Politics (national),Demonstration / protest,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Dakhaliyya,Mosque,Politics (national),March,Brawl or gang violence,3001.0
Egypt,Cairo,Main road,Social,Roadblock or blockade,Riot,99.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,3001.0
Egypt,Menoufiyya,Government building,Politics (national),Demonstration / protest,None,99.0
Egypt,Sohag,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Main road,Social,Roadblock or blockade,None,99.0
Egypt,Cairo,Government building,Politics (national),March,None,301.0
Egypt,Alexandria,Midan,Politics (national),Demonstration / protest,Riot,99.0
Egypt,Sharqiyya,Cannot be determined,Politics (national),Mass attack or mob,Riot,5.0
Egypt,Sharqiyya,Cannot be determined,Politics (national),March,Armed combat,99.0
Egypt,Sharqiyya,Other,Politics (national),Occupation / sit-in,None,31.0
Egypt,Sohag,Main road,Social,Roadblock or blockade,None,31.0
Egypt,Beheira,Cannot be determined,Politics (national),Demonstration / protest,None,99901.0
Egypt,Dakhaliyya,Cannot be determined,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Dakhaliyya,Party building,Politics (national),March,Riot,301.0
Egypt,BeniSouef,Midan,Politics (national),March,None,99.0
Egypt,PortSaid,Mosque,Politics (national),March,None,3001.0
Egypt,Suez,Midan,Politics (national),Demonstration / protest,None,301.0
Egypt,Menoufiyya,Main road,Politics (national),March,None,31.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,NewValley,Mosque,Politics (national),Demonstration / protest,None,31.0
Egypt,PortSaid,Midan,Politics (national),Demonstration / protest,None,2901.0
Egypt,PortSaid,Midan,Politics (national),Occupation / sit-in,None,3001.0
Egypt,Menoufiyya,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Menoufiyya,Government building,Politics (national),Occupation / sit-in,None,31.0
Egypt,Qalyubiyya,Cannot be determined,Politics (national),March,None,99.0
Egypt,BeniSouef,Government building,Politics (national),March,None,99.0
Egypt,Dakhaliyya,Cannot be determined,Politics (national),March,None,301.0
Egypt,KafralSheikh,Party building,Politics (national),Mass attack or mob,Riot,301.0
Egypt,KafralSheikh,Midan,Politics (national),March,None,3001.0
Egypt,Damietta,Midan,Politics (national),Occupation / sit-in,None,31.0
Egypt,Gharbiyya,Cannot be determined,Politics (national),Other,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,Brawl or gang violence,31.0
Egypt,Gharbiyya,Main road,Politics (national),March,Brawl or gang violence,99.0
Egypt,Dakhaliyya,Main road,Politics (national),March,None,301.0
Egypt,Dakhaliyya,Main road,Politics (national),March,Riot,301.0
Egypt,Dakhaliyya,Government building,Politics (national),Demonstration / protest,None,99.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Sharqiyya,Main road,Politics (national),Demonstration / protest,None,401.0
Egypt,RedSea,Mosque,Politics (national),Mass attack or mob,Riot,5.0
Egypt,Giza,Main road,Social,Mass attack or mob,None,99.0
Egypt,Ismailia,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Damietta,Main road,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),Human chain,None,99.0
Egypt,Qalyubiyya,Cannot be determined,Politics (national),March,None,99.0
Egypt,Luxor,Government building,Politics (national),Occupation / sit-in,None,301.0
Egypt,Dakhaliyya,Main road,Politics (national),March,None,301.0
Egypt,Dakhaliyya,Party building,Politics (national),March,Riot,301.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Menoufiyya,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Dakhaliyya,Cannot be determined,Politics (national),March,None,301.0
Egypt,Cairo,Government building,Politics (national),Occupation / sit-in,None,31.0
Egypt,Dakhaliyya,Cannot be determined,Politics (national),March,None,301.0
Egypt,Dakhaliyya,Main road,Politics (national),March,None,301.0
Egypt,Cairo,Government building,Politics (national),Demonstration / protest,None,300001.0
Egypt,Cairo,Mosque,Politics (national),Occupation / sit-in,Riot,300001.0
Egypt,Qalyubiyya,Cannot be determined,Politics (national),March,None,99.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,30001.0
Egypt,Menoufiyya,Government building,Politics (national),Demonstration / protest,None,31.0
Egypt,SouthSinai,Main road,Politics (national),Demonstration / protest,None,31.0
Egypt,Qalyubiyya,Cannot be determined,Politics (national),March,None,99.0
Egypt,Beheira,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Alexandria,Midan,Politics (national),March,Brawl or gang violence,9901.0
Egypt,Dakhaliyya,Main road,Politics (national),March,None,301.0
Egypt,Dakhaliyya,Cannot be determined,Politics (national),March,None,301.0
Egypt,Menoufiyya,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Gharbiyya,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Sharqiyya,Cannot be determined,Politics (national),March,None,3001.0
Egypt,Sharqiyya,Mosque,Politics (national),March,None,3001.0
Egypt,Damietta,Cannot be determined,Politics (national),March,None,99.0
Egypt,Beheira,Police station,Labor,Occupation / sit-in,None,5.0
Egypt,Suez,Midan,Politics (national),Roadblock or blockade,None,301.0
Egypt,PortSaid,Mosque,Politics (national),Funeral march,Riot,3001.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,5.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,BeniSouef,Government building,Politics (national),Occupation / sit-in,None,3001.0
Egypt,Gharbiyya,Midan,Politics (national),Occupation / sit-in,None,99.0
Egypt,Alexandria,Midan,Politics (national),March,None,300001.0
Egypt,Menoufiyya,Main road,Politics (national),March,None,301.0
Egypt,Giza,Cannot be determined,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Asyut,Midan,Politics (national),March,None,301.0
Egypt,Dakhaliyya,Main road,Politics (national),Strike,None,99.0
Egypt,Dakhaliyya,Main road,Politics (national),Roadblock or blockade,None,301.0
Egypt,KafralSheikh,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,KafralSheikh,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Cairo,Party building,Politics (national),Other,None,99.0
Egypt,Cairo,Party building,Politics (national),Demonstration / protest,Armed combat,301.0
Egypt,BeniSouef,Government building,Politics (national),Occupation / sit-in,None,99.0
Egypt,Giza,Main road,Politics (national),Demonstration / protest,None,601.0
Egypt,PortSaid,Government building,Politics (national),Strike,None,99.0
Egypt,Suez,Midan,Politics (national),Demonstration / protest,None,301.0
Egypt,Beheira,Government building,Politics (national),Demonstration / protest,None,43001.0
Egypt,Matruh,Main road,Politics (national),March,None,2901.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,43001.0
Egypt,Asyut,Midan,Politics (national),March,None,99.0
Egypt,Asyut,Main road,Politics (national),March,Riot,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,SouthSinai,Government building,Politics (national),March,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Aswan,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Qalyubiyya,Government building,Politics (national),Occupation / sit-in,None,301.0
Egypt,BeniSouef,Party building,Politics (national),Mass attack or mob,Riot,301.0
Egypt,BeniSouef,Cannot be determined,Politics (national),March,None,99.0
Egypt,BeniSouef,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,BeniSouef,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,BeniSouef,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,BeniSouef,Midan,Politics (national),Demonstration / protest,Riot,99.0
Egypt,Gharbiyya,Government building,Politics (national),March,None,49901.0
Egypt,Dakhaliyya,Main road,Politics (national),Demonstration / protest,None,301.0
Egypt,Dakhaliyya,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Dakhaliyya,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Dakhaliyya,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,KafralSheikh,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,KafralSheikh,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Demonstration / protest,None,43001.0
Egypt,Asyut,Midan,Politics (national),March,None,99.0
Egypt,Asyut,Main road,Politics (national),Demonstration / protest,Riot,3001.0
Egypt,KafralSheikh,Main road,Politics (national),Roadblock or blockade,None,301.0
Egypt,KafralSheikh,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,KafralSheikh,Main road,Politics (national),Roadblock or blockade,None,5.0
Egypt,Damietta,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Giza,Main road,Politics (national),Demonstration / protest,None,601.0
Egypt,Giza,Main road,Politics (national),Demonstration / protest,None,601.0
Egypt,Gharbiyya,Government building,Politics (national),Occupation / sit-in,None,99.0
Egypt,Gharbiyya,Midan,Politics (national),Demonstration / protest,None,299901.0
Egypt,Dakhaliyya,Government building,Politics (national),March,None,30001.0
Egypt,Dakhaliyya,Midan,Politics (national),March,None,31.0
Egypt,Dakhaliyya,Main road,Politics (national),March,None,301.0
Egypt,Fayyum,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,Fayyum,Main road,Politics (national),March,Armed combat,3001.0
Egypt,RedSea,Midan,Politics (national),Occupation / sit-in,None,3301.0
Egypt,RedSea,Midan,Politics (national),Demonstration / protest,None,301.0
Egypt,Beheira,Government building,Politics (national),Demonstration / protest,None,43001.0
Egypt,Ismailia,Midan,Politics (national),March,None,3301.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,43001.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,43001.0
Egypt,KafralSheikh,Government building,Politics (national),Demonstration / protest,None,4901.0
Egypt,KafralSheikh,Government building,Politics (national),Mass attack or mob,None,3001.0
Egypt,KafralSheikh,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Minia,Midan,Politics (national),Demonstration / protest,None,3001.0
Egypt,Minia,Government building,Politics (national),March,None,99.0
Egypt,Minia,Government building,Politics (national),Demonstration / protest,None,3001.0
Egypt,Minia,Mosque,Politics (national),March,Armed combat,99.0
Egypt,Minia,Midan,Politics (national),March,None,301.0
Egypt,Asyut,Government building,Politics (national),March,None,3001.0
Egypt,Asyut,Party building,Politics (national),March,Riot,3001.0
Egypt,Asyut,Party building,Politics (national),Human chain,None,99.0
Egypt,Asyut,Mosque,Politics (national),March,None,301.0
Egypt,Gharbiyya,Government building,Politics (national),March,None,69901.0
Egypt,Minia,Main road,Politics (national),Demonstration / protest,None,3001.0
Egypt,Minia,Main road,Politics (national),Demonstration / protest,None,3001.0
Egypt,Minia,Main road,Politics (national),Demonstration / protest,None,3001.0
Egypt,Minia,Main road,Politics (national),Demonstration / protest,None,3001.0
Egypt,Minia,Midan,Politics (national),March,None,99.0
Egypt,Minia,Party building,Politics (national),March,Riot,99.0
Egypt,Matruh,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Cairo,Government building,Politics (national),March,None,300001.0
Egypt,Dakhaliyya,Government building,Politics (national),Roadblock or blockade,None,5.0
Egypt,Qalyubiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Qalyubiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,3000001.0
Egypt,Cairo,Midan,Politics (national),March,None,301.0
Egypt,Cairo,Government building,Politics (national),Demonstration / protest,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),March,None,29901.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Beheira,Government building,Politics (national),Demonstration / protest,None,43001.0
Egypt,Gharbiyya,Other,Politics (national),Demonstration / protest,None,301.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,39901.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,301.0
Egypt,Gharbiyya,Main road,Politics (national),March,None,29901.0
Egypt,SouthSinai,Main road,Politics (national),Human chain,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Government building,Politics (national),Demonstration / protest,None,3001.0
Egypt,Menoufiyya,Factory or industrial site,Politics (national),Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Dakhaliyya,Main road,Politics (national),March,None,301.0
Egypt,KafralSheikh,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Suez,Cannot be determined,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Menoufiyya,Government building,Politics (national),Roadblock or blockade,None,301.0
Egypt,Sohag,Cannot be determined,Politics (national),March,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),March,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),March,None,199901.0
Egypt,Gharbiyya,Midan,Politics (national),Demonstration / protest,None,301.0
Egypt,Qalyubiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Qalyubiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Sharqiyya,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Gharbiyya,Main road,Politics (national),March,None,49901.0
Egypt,Ismailia,Cannot be determined,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Qena,Cannot be determined,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Alexandria,Cannot be determined,Politics (national),Funeral march,None,3001.0
Egypt,Giza,Party building,Politics (national),Mass attack or mob,Riot,31.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Sharqiyya,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,NewValley,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Sohag,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Suez,Midan,Politics (national),Demonstration / protest,Armed combat,6001.0
Egypt,Suez,Main road,Politics (national),March,Armed combat,4901.0
Egypt,NewValley,Midan,Politics (national),Demonstration / protest,None,3001.0
Egypt,PortSaid,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Asyut,Mosque,Politics (national),Funeral march,None,301.0
Egypt,Asyut,Main road,Politics (national),Funeral march,None,31.0
Egypt,BeniSouef,Main road,Politics (national),Funeral march,None,1901.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
